pheno	rsid	pval	phenostring	phenocode	big_pval	effect_direction	category	big_pval_adj	phenocat	pval_sign	minpadj	prank	shortname	X3	pheno2
N. heterosexual partners in males and females combined	rs3095337	2e-10	Qualifications: None of the above	biobank_6138_100	0.54	opposite	Early life	1	NSP	-0.54	1.6545632361131e-13	19.5	No degree	FALSE	combined
N. heterosexual partners in males and females combined	rs3095337	2e-10	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	0.57	opposite	Early life	1	NSP	-0.57	4.42707460473506e-14	15	A levels	FALSE	combined
N. heterosexual partners in males and females combined	rs3095337	2e-10	Qualifications: College or University degree	biobank_6138_1	0.66	same	Early life	1	NSP	0.66	3.70264421486932e-30	4	University degree	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Qualifications: College or University degree	biobank_6138_1	3.8e-35	same	Early life	1.01956869684807e-29	NSP	3.8e-35	3.70264421486932e-30	4	University degree	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	7.7e-19	same	Early life	4.42707460473506e-14	NSP	7.7e-19	4.42707460473506e-14	15	A levels	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Qualifications: None of the above	biobank_6138_100	3.7e-18	opposite	Early life	1.6545632361131e-13	NSP	-3.7e-18	1.6545632361131e-13	19.5	No degree	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Trunk fat percentage	biobank_23127	9.5e-13	opposite	Physical	1.73790118780922e-08	NSP	-9.5e-13	1.20738398310956e-13	18	Trunk fat percentage	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Forced expiratory volume in 1-second (FEV1)	biobank_3063	5.4e-06	same	Physical	0.0222521280163537	NSP	5.4e-06	2.56569096410782e-23	8	FEV1	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Neuroticism score	biobank_20127	0.00017	opposite	Mental health	0.353888408842457	NSP	-0.00017	1.6545632361131e-13	19.5	Neuroticism score	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Ever smoked	biobank_20160	0.0031	same	Smoking	1	NSP	0.0031	5.13138192821563e-30	5	Ever smoked	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Sensitivity / hurt feelings	biobank_1950	0.13	opposite	Mental health	1	NSP	-0.13	9.65907186487648e-14	17	Sensitivity / hurt feelings	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Nap during day	biobank_1190	0.15	opposite	Exercise and Work	1	NSP	-0.15	2.81722929392231e-25	6	Nap during day	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Treatment/medication code: levothyroxine sodium	biobank_20003_1141191044	0.23	opposite	Treatment/medication	1	NSP	-0.23	5.1588224732863e-21	10	Levothyroxine	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Hair/balding pattern: Pattern 4	biobank_2395_4	0.28	same	Physical	1	NSP	0.28	4.99052046351952e-48	2	Balding pattern 4	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Smoking status: Previous	biobank_20116_1	0.37	same	Smoking	1	NSP	0.37	2.72635092960223e-17	13	Smoking status: Previous	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	0.42	same	Physical	1	NSP	0.42	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Sitting height	biobank_20015	0.44	same	Physical	1	NSP	0.44	1.9318143729753e-21	9	Sitting height	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Relative age of first facial hair	biobank_2375	0.46	opposite	Physical	1	NSP	-0.46	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.47	opposite	Non-cancer illness	1	NSP	-0.47	6.07350730897536e-17	14	Hypothyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Heel bone mineral density (BMD) T-score, automated	biobank_78	0.65	opposite	Physical	1	NSP	-0.65	3.71502764033711e-25	7	Bone mineral density (heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	biobank_20002_1225	0.68	opposite	Non-cancer illness	1	NSP	-0.68	8.69316467838883e-38	3	Hyperthyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.69	same	Non-cancer illness	1	NSP	0.69	4.82953593243824e-193	1	Coeliac disease	FALSE	combined
N. heterosexual partners in males and females combined	rs9372625	1.7e-08	Hair/balding pattern: Pattern 3	biobank_2395_3	0.95	opposite	Physical	1	NSP	-0.95	6.17731340195589e-14	16	Balding pattern 3	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Heel bone mineral density (BMD) T-score, automated	biobank_78	2e-30	same	Physical	3.71502764033711e-25	NSP	2e-30	3.71502764033711e-25	7	Bone mineral density (heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	8.8e-22	same	Physical	6.24998767727302e-17	NSP	8.8e-22	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Hair/balding pattern: Pattern 3	biobank_2395_3	0.073	same	Physical	1	NSP	0.073	6.17731340195589e-14	16	Balding pattern 3	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Trunk fat percentage	biobank_23127	0.16	same	Physical	1	NSP	0.16	1.20738398310956e-13	18	Trunk fat percentage	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.23	same	Non-cancer illness	1	NSP	0.23	6.07350730897536e-17	14	Hypothyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Ever smoked	biobank_20160	0.24	same	Smoking	1	NSP	0.24	5.13138192821563e-30	5	Ever smoked	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Sitting height	biobank_20015	0.29	same	Physical	1	NSP	0.29	1.9318143729753e-21	9	Sitting height	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Forced expiratory volume in 1-second (FEV1)	biobank_3063	0.31	opposite	Physical	1	NSP	-0.31	2.56569096410782e-23	8	FEV1	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Relative age of first facial hair	biobank_2375	0.38	opposite	Physical	1	NSP	-0.38	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Neuroticism score	biobank_20127	0.38	opposite	Mental health	1	NSP	-0.38	1.6545632361131e-13	19.5	Neuroticism score	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Hair/balding pattern: Pattern 4	biobank_2395_4	0.41	opposite	Physical	1	NSP	-0.41	4.99052046351952e-48	2	Balding pattern 4	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Nap during day	biobank_1190	0.54	same	Exercise and Work	1	NSP	0.54	2.81722929392231e-25	6	Nap during day	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	0.63	opposite	Early life	1	NSP	-0.63	4.42707460473506e-14	15	A levels	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Sensitivity / hurt feelings	biobank_1950	0.67	opposite	Mental health	1	NSP	-0.67	9.65907186487648e-14	17	Sensitivity / hurt feelings	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Smoking status: Previous	biobank_20116_1	0.72	same	Smoking	1	NSP	0.72	2.72635092960223e-17	13	Smoking status: Previous	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	biobank_20002_1225	0.78	opposite	Non-cancer illness	1	NSP	-0.78	8.69316467838883e-38	3	Hyperthyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.81	opposite	Non-cancer illness	1	NSP	-0.81	4.82953593243824e-193	1	Coeliac disease	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Qualifications: College or University degree	biobank_6138_1	0.87	same	Early life	1	NSP	0.87	3.70264421486932e-30	4	University degree	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Qualifications: None of the above	biobank_6138_100	0.9	same	Early life	1	NSP	0.9	1.6545632361131e-13	19.5	No degree	FALSE	combined
N. heterosexual partners in males and females combined	rs3734803	1.2e-09	Treatment/medication code: levothyroxine sodium	biobank_20003_1141191044	0.91	opposite	Treatment/medication	1	NSP	-0.91	5.1588224732863e-21	10	Levothyroxine	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Neuroticism score	biobank_20127	1e-05	same	Mental health	0.0383296502574464	NSP	1e-05	1.6545632361131e-13	19.5	Neuroticism score	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Sitting height	biobank_20015	3.5e-05	opposite	Physical	0.106310539393295	NSP	-3.5e-05	1.9318143729753e-21	9	Sitting height	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Qualifications: College or University degree	biobank_6138_1	5.9e-05	opposite	Early life	0.162083401600601	NSP	-5.9e-05	3.70264421486932e-30	4	University degree	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Qualifications: None of the above	biobank_6138_100	7.5e-05	same	Early life	0.194321456509049	NSP	7.5e-05	1.6545632361131e-13	19.5	No degree	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	0.00023	opposite	Early life	0.442194770884075	NSP	-0.00023	4.42707460473506e-14	15	A levels	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Trunk fat percentage	biobank_23127	0.0022	opposite	Physical	1	NSP	-0.0022	1.20738398310956e-13	18	Trunk fat percentage	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Sensitivity / hurt feelings	biobank_1950	0.0027	same	Mental health	1	NSP	0.0027	9.65907186487648e-14	17	Sensitivity / hurt feelings	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Forced expiratory volume in 1-second (FEV1)	biobank_3063	0.018	opposite	Physical	1	NSP	-0.018	2.56569096410782e-23	8	FEV1	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Hair/balding pattern: Pattern 3	biobank_2395_3	0.047	same	Physical	1	NSP	0.047	6.17731340195589e-14	16	Balding pattern 3	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	0.055	same	Physical	1	NSP	0.055	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Hair/balding pattern: Pattern 4	biobank_2395_4	0.11	opposite	Physical	1	NSP	-0.11	4.99052046351952e-48	2	Balding pattern 4	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Relative age of first facial hair	biobank_2375	0.16	opposite	Physical	1	NSP	-0.16	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Smoking status: Previous	biobank_20116_1	0.18	opposite	Smoking	1	NSP	-0.18	2.72635092960223e-17	13	Smoking status: Previous	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.19	same	Non-cancer illness	1	NSP	0.19	6.07350730897536e-17	14	Hypothyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Treatment/medication code: levothyroxine sodium	biobank_20003_1141191044	0.23	same	Treatment/medication	1	NSP	0.23	5.1588224732863e-21	10	Levothyroxine	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Heel bone mineral density (BMD) T-score, automated	biobank_78	0.24	same	Physical	1	NSP	0.24	3.71502764033711e-25	7	Bone mineral density (heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	biobank_20002_1225	0.5	opposite	Non-cancer illness	1	NSP	-0.5	8.69316467838883e-38	3	Hyperthyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Ever smoked	biobank_20160	0.63	same	Smoking	1	NSP	0.63	5.13138192821563e-30	5	Ever smoked	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.85	opposite	Non-cancer illness	1	NSP	-0.85	4.82953593243824e-193	1	Coeliac disease	FALSE	combined
N. heterosexual partners in males and females combined	rs10228494	2e-09	Nap during day	biobank_1190	0.91	opposite	Exercise and Work	1	NSP	-0.91	2.81722929392231e-25	6	Nap during day	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Neuroticism score	biobank_20127	0.00023	opposite	Mental health	0.442194770884075	NSP	-0.00023	1.6545632361131e-13	19.5	Neuroticism score	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Qualifications: College or University degree	biobank_6138_1	0.024	same	Early life	1	NSP	0.024	3.70264421486932e-30	4	University degree	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Hair/balding pattern: Pattern 3	biobank_2395_3	0.026	opposite	Physical	1	NSP	-0.026	6.17731340195589e-14	16	Balding pattern 3	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Smoking status: Previous	biobank_20116_1	0.031	same	Smoking	1	NSP	0.031	2.72635092960223e-17	13	Smoking status: Previous	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Sensitivity / hurt feelings	biobank_1950	0.033	opposite	Mental health	1	NSP	-0.033	9.65907186487648e-14	17	Sensitivity / hurt feelings	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Heel bone mineral density (BMD) T-score, automated	biobank_78	0.033	same	Physical	1	NSP	0.033	3.71502764033711e-25	7	Bone mineral density (heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Sitting height	biobank_20015	0.047	opposite	Physical	1	NSP	-0.047	1.9318143729753e-21	9	Sitting height	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Trunk fat percentage	biobank_23127	0.1	opposite	Physical	1	NSP	-0.1	1.20738398310956e-13	18	Trunk fat percentage	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.16	same	Non-cancer illness	1	NSP	0.16	4.82953593243824e-193	1	Coeliac disease	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Treatment/medication code: levothyroxine sodium	biobank_20003_1141191044	0.22	same	Treatment/medication	1	NSP	0.22	5.1588224732863e-21	10	Levothyroxine	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Ever smoked	biobank_20160	0.24	same	Smoking	1	NSP	0.24	5.13138192821563e-30	5	Ever smoked	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Relative age of first facial hair	biobank_2375	0.25	same	Physical	1	NSP	0.25	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Qualifications: None of the above	biobank_6138_100	0.32	opposite	Early life	1	NSP	-0.32	1.6545632361131e-13	19.5	No degree	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.33	same	Non-cancer illness	1	NSP	0.33	6.07350730897536e-17	14	Hypothyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Hair/balding pattern: Pattern 4	biobank_2395_4	0.55	same	Physical	1	NSP	0.55	4.99052046351952e-48	2	Balding pattern 4	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Nap during day	biobank_1190	0.78	opposite	Exercise and Work	1	NSP	-0.78	2.81722929392231e-25	6	Nap during day	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	biobank_20002_1225	0.8	same	Non-cancer illness	1	NSP	0.8	8.69316467838883e-38	3	Hyperthyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Forced expiratory volume in 1-second (FEV1)	biobank_3063	0.81	same	Physical	1	NSP	0.81	2.56569096410782e-23	8	FEV1	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	0.81	opposite	Early life	1	NSP	-0.81	4.42707460473506e-14	15	A levels	FALSE	combined
N. heterosexual partners in males and females combined	rs759843	1.3e-08	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	0.86	same	Physical	1	NSP	0.86	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	0.0016	opposite	Early life	1	NSP	-0.0016	4.42707460473506e-14	15	A levels	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Trunk fat percentage	biobank_23127	0.0031	same	Physical	1	NSP	0.0031	1.20738398310956e-13	18	Trunk fat percentage	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Forced expiratory volume in 1-second (FEV1)	biobank_3063	0.011	opposite	Physical	1	NSP	-0.011	2.56569096410782e-23	8	FEV1	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Relative age of first facial hair	biobank_2375	0.017	opposite	Physical	1	NSP	-0.017	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Smoking status: Previous	biobank_20116_1	0.073	opposite	Smoking	1	NSP	-0.073	2.72635092960223e-17	13	Smoking status: Previous	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.093	same	Non-cancer illness	1	NSP	0.093	4.82953593243824e-193	1	Coeliac disease	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	0.094	same	Physical	1	NSP	0.094	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Qualifications: College or University degree	biobank_6138_1	0.1	opposite	Early life	1	NSP	-0.1	3.70264421486932e-30	4	University degree	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Nap during day	biobank_1190	0.13	same	Exercise and Work	1	NSP	0.13	2.81722929392231e-25	6	Nap during day	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Hair/balding pattern: Pattern 4	biobank_2395_4	0.16	opposite	Physical	1	NSP	-0.16	4.99052046351952e-48	2	Balding pattern 4	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Sitting height	biobank_20015	0.17	opposite	Physical	1	NSP	-0.17	1.9318143729753e-21	9	Sitting height	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Hair/balding pattern: Pattern 3	biobank_2395_3	0.22	opposite	Physical	1	NSP	-0.22	6.17731340195589e-14	16	Balding pattern 3	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Heel bone mineral density (BMD) T-score, automated	biobank_78	0.23	same	Physical	1	NSP	0.23	3.71502764033711e-25	7	Bone mineral density (heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Ever smoked	biobank_20160	0.41	opposite	Smoking	1	NSP	-0.41	5.13138192821563e-30	5	Ever smoked	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Sensitivity / hurt feelings	biobank_1950	0.44	opposite	Mental health	1	NSP	-0.44	9.65907186487648e-14	17	Sensitivity / hurt feelings	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Qualifications: None of the above	biobank_6138_100	0.44	same	Early life	1	NSP	0.44	1.6545632361131e-13	19.5	No degree	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Neuroticism score	biobank_20127	0.6	same	Mental health	1	NSP	0.6	1.6545632361131e-13	19.5	Neuroticism score	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Treatment/medication code: levothyroxine sodium	biobank_20003_1141191044	0.72	same	Treatment/medication	1	NSP	0.72	5.1588224732863e-21	10	Levothyroxine	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	biobank_20002_1225	0.75	same	Non-cancer illness	1	NSP	0.75	8.69316467838883e-38	3	Hyperthyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs113367286	4.5e-08	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.89	same	Non-cancer illness	1	NSP	0.89	6.07350730897536e-17	14	Hypothyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Heel bone mineral density (BMD) T-score, automated	biobank_78	2.8e-18	same	Physical	1.40861464696115e-13	NSP	2.8e-18	3.71502764033711e-25	7	Bone mineral density (heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Neuroticism score	biobank_20127	3.3e-12	opposite	Mental health	5.4956788196711e-08	NSP	-3.3e-12	1.6545632361131e-13	19.5	Neuroticism score	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	1.8e-08	same	Physical	0.000155791481691556	NSP	1.8e-08	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Sensitivity / hurt feelings	biobank_1950	7e-07	opposite	Mental health	0.00387692104668207	NSP	-7e-07	9.65907186487648e-14	17	Sensitivity / hurt feelings	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Trunk fat percentage	biobank_23127	0.0019	same	Physical	1	NSP	0.0019	1.20738398310956e-13	18	Trunk fat percentage	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.004	opposite	Non-cancer illness	1	NSP	-0.004	6.07350730897536e-17	14	Hypothyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Forced expiratory volume in 1-second (FEV1)	biobank_3063	0.0065	opposite	Physical	1	NSP	-0.0065	2.56569096410782e-23	8	FEV1	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	0.057	opposite	Early life	1	NSP	-0.057	4.42707460473506e-14	15	A levels	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Hair/balding pattern: Pattern 4	biobank_2395_4	0.076	same	Physical	1	NSP	0.076	4.99052046351952e-48	2	Balding pattern 4	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Nap during day	biobank_1190	0.087	same	Exercise and Work	1	NSP	0.087	2.81722929392231e-25	6	Nap during day	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Treatment/medication code: levothyroxine sodium	biobank_20003_1141191044	0.092	opposite	Treatment/medication	1	NSP	-0.092	5.1588224732863e-21	10	Levothyroxine	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Hair/balding pattern: Pattern 3	biobank_2395_3	0.17	opposite	Physical	1	NSP	-0.17	6.17731340195589e-14	16	Balding pattern 3	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Ever smoked	biobank_20160	0.19	same	Smoking	1	NSP	0.19	5.13138192821563e-30	5	Ever smoked	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Smoking status: Previous	biobank_20116_1	0.27	same	Smoking	1	NSP	0.27	2.72635092960223e-17	13	Smoking status: Previous	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Sitting height	biobank_20015	0.31	same	Physical	1	NSP	0.31	1.9318143729753e-21	9	Sitting height	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Relative age of first facial hair	biobank_2375	0.56	opposite	Physical	1	NSP	-0.56	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Qualifications: None of the above	biobank_6138_100	0.6	same	Early life	1	NSP	0.6	1.6545632361131e-13	19.5	No degree	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	biobank_20002_1225	0.8	same	Non-cancer illness	1	NSP	0.8	8.69316467838883e-38	3	Hyperthyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Qualifications: College or University degree	biobank_6138_1	0.81	same	Early life	1	NSP	0.81	3.70264421486932e-30	4	University degree	FALSE	combined
N. heterosexual partners in males and females combined	rs7018288	2.7e-08	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.91	same	Non-cancer illness	1	NSP	0.91	4.82953593243824e-193	1	Coeliac disease	FALSE	combined
N. heterosexual partners in males and females combined	rs13248757	4.7e-08	Heel bone mineral density (BMD) T-score, automated	biobank_78	6e-08	same	Physical	0.000454188332204223	NSP	6e-08	3.71502764033711e-25	7	Bone mineral density (heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs13248757	4.7e-08	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	2.8e-07	same	Physical	0.00172924560240755	NSP	2.8e-07	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs13248757	4.7e-08	Neuroticism score	biobank_20127	1.9e-05	opposite	Mental health	0.0648947543962706	NSP	-1.9e-05	1.6545632361131e-13	19.5	Neuroticism score	FALSE	combined
N. heterosexual partners in males and females combined	rs13248757	4.7e-08	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.00018	opposite	Non-cancer illness	0.3680425350715	NSP	-0.00018	6.07350730897536e-17	14	Hypothyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs13248757	4.7e-08	Trunk fat percentage	biobank_23127	0.015	same	Physical	1	NSP	0.015	1.20738398310956e-13	18	Trunk fat percentage	FALSE	combined
N. heterosexual partners in males and females combined	rs13248757	4.7e-08	Sitting height	biobank_20015	0.022	same	Physical	1	NSP	0.022	1.9318143729753e-21	9	Sitting height	FALSE	combined
